DataZone,DataZoneName,IntZone,IntZoneName,CA,CAName,HSCP,HSCPName,HB,HBName,Country
S01000209,N/A,S02000034,Heathryfold and Middlefield,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000210,N/A,S02000038,Woodside,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000211,N/A,S02000036,Tillydrone,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000212,N/A,S02000034,Heathryfold and Middlefield,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000213,N/A,S02000038,Woodside,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000214,N/A,S02000039,Bucksburn South,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000215,N/A,S02000035,Kingswells,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000216,N/A,S02000036,Tillydrone,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000217,N/A,S02000036,Tillydrone,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000218,N/A,S02000039,Bucksburn South,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000219,N/A,S02000036,Tillydrone,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000220,N/A,S02000037,Old Aberdeen,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000221,N/A,S02000038,Woodside,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000222,N/A,S02000039,Bucksburn South,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000223,N/A,S02000039,Bucksburn South,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000224,N/A,S02000043,Bucksburn North,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000225,N/A,S02000041,Balgownie and Donmouth West,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000226,N/A,S02000042,Balgownie and Donmouth East,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000227,N/A,S02000040,Danestone,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000228,N/A,S02000039,Bucksburn South,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000229,N/A,S02000043,Bucksburn North,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000230,N/A,S02000041,Balgownie and Donmouth West,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000231,N/A,S02000040,Danestone,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000232,N/A,S02000041,Balgownie and Donmouth West,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000233,N/A,S02000041,Balgownie and Donmouth West,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000234,N/A,S02000040,Danestone,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000235,N/A,S02000040,Danestone,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000236,N/A,S02000042,Balgownie and Donmouth East,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000237,N/A,S02000043,Bucksburn North,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000238,N/A,S02000040,Danestone,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000239,N/A,S02000042,Balgownie and Donmouth East,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000240,N/A,S02000041,Balgownie and Donmouth West,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000241,N/A,S02000044,Oldmachar East,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000242,N/A,S02000042,Balgownie and Donmouth East,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000243,N/A,S02000041,Balgownie and Donmouth West,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000244,N/A,S02000043,Bucksburn North,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000245,N/A,S02000044,Oldmachar East,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000246,N/A,S02000045,Oldmachar West,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000247,N/A,S02000044,Oldmachar East,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000248,N/A,S02000044,Oldmachar East,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000249,N/A,S02000046,Denmore,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000250,N/A,S02000044,Oldmachar East,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000251,N/A,S02000044,Oldmachar East,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000252,N/A,S02000045,Oldmachar West,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000253,N/A,S02000044,Oldmachar East,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000254,N/A,S02000046,Denmore,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000255,N/A,S02000045,Oldmachar West,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000256,N/A,S02000045,Oldmachar West,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000257,N/A,S02000043,Bucksburn North,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000258,N/A,S02000045,Oldmachar West,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000259,N/A,S02000046,Denmore,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000260,N/A,S02000045,Oldmachar West,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000261,N/A,S02000047,Dyce,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000262,N/A,S02000047,Dyce,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000263,N/A,S02000046,Denmore,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000264,N/A,S02000047,Dyce,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000265,N/A,S02000047,Dyce,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000266,N/A,S02000047,Dyce,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000267,N/A,S02000047,Dyce,S12000033,Aberdeen City,S37000001,Aberdeen City,S08000020,NHS Grampian,S92000003
S01000268,N/A,S02000048,Mearns South and Benholm,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000269,N/A,S02000048,Mearns South and Benholm,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000270,N/A,S02000048,Mearns South and Benholm,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000271,N/A,S02000048,Mearns South and Benholm,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000272,N/A,S02000049,Mearns and Laurencekirk,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000273,N/A,S02000048,Mearns South and Benholm,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000274,N/A,S02000050,Mearns North and Inverbervie,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000275,N/A,S02000049,Mearns and Laurencekirk,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000276,N/A,S02000050,Mearns North and Inverbervie,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000277,N/A,S02000050,Mearns North and Inverbervie,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000278,N/A,S02000050,Mearns North and Inverbervie,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000279,N/A,S02000049,Mearns and Laurencekirk,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000280,N/A,S02000050,Mearns North and Inverbervie,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000281,N/A,S02000049,Mearns and Laurencekirk,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000282,N/A,S02000050,Mearns North and Inverbervie,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000283,N/A,S02000050,Mearns North and Inverbervie,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000284,N/A,S02000053,"Fetteresso, Netherley and Catter",S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000285,N/A,S02000053,"Fetteresso, Netherley and Catter",S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000286,N/A,S02000051,Stonehaven South,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000287,N/A,S02000051,Stonehaven South,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000288,N/A,S02000051,Stonehaven South,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000289,N/A,S02000051,Stonehaven South,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000290,N/A,S02000051,Stonehaven South,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000291,N/A,S02000052,Stonehaven North,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000292,N/A,S02000052,Stonehaven North,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000293,N/A,S02000051,Stonehaven South,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000294,N/A,S02000052,Stonehaven North,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000295,N/A,S02000052,Stonehaven North,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000296,N/A,S02000052,Stonehaven North,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000297,N/A,S02000052,Stonehaven North,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000298,N/A,S02000052,Stonehaven North,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000299,N/A,S02000054,Aboyne and South Deeside,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000300,N/A,S02000053,"Fetteresso, Netherley and Catter",S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000301,N/A,S02000056,East Cairngorms,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000302,N/A,S02000054,Aboyne and South Deeside,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000303,N/A,S02000056,East Cairngorms,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000304,N/A,S02000055,Newtonhill,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000305,N/A,S02000055,Newtonhill,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000306,N/A,S02000061,"Dunecht, Durris and Drumoak",S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000307,N/A,S02000055,Newtonhill,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000308,N/A,S02000053,"Fetteresso, Netherley and Catter",S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000309,N/A,S02000054,Aboyne and South Deeside,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000310,N/A,S02000058,Portlethen,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000311,N/A,S02000057,Banchory,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000312,N/A,S02000056,East Cairngorms,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000313,N/A,S02000057,Banchory,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000314,N/A,S02000058,Portlethen,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000315,N/A,S02000057,Banchory,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000316,N/A,S02000056,East Cairngorms,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000317,N/A,S02000057,Banchory,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000318,N/A,S02000057,Banchory,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000319,N/A,S02000058,Portlethen,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000320,N/A,S02000058,Portlethen,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000321,N/A,S02000059,Banchory-Devenick and Findon,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000322,N/A,S02000057,Banchory,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000323,N/A,S02000057,Banchory,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000324,N/A,S02000058,Portlethen,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000325,N/A,S02000057,Banchory,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000326,N/A,S02000059,Banchory-Devenick and Findon,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000327,N/A,S02000058,Portlethen,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000328,N/A,S02000059,Banchory-Devenick and Findon,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000329,N/A,S02000059,Banchory-Devenick and Findon,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000330,N/A,S02000060,Crathes and Torphins,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000331,N/A,S02000054,Aboyne and South Deeside,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000332,N/A,S02000054,Aboyne and South Deeside,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000333,N/A,S02000061,"Dunecht, Durris and Drumoak",S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000334,N/A,S02000054,Aboyne and South Deeside,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000335,N/A,S02000061,"Dunecht, Durris and Drumoak",S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000336,N/A,S02000059,Banchory-Devenick and Findon,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000337,N/A,S02000060,Crathes and Torphins,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000338,N/A,S02000060,Crathes and Torphins,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000339,N/A,S02000060,Crathes and Torphins,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000340,N/A,S02000061,"Dunecht, Durris and Drumoak",S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000341,N/A,S02000065,Cromar and Kildrummy,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000342,N/A,S02000065,Cromar and Kildrummy,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000343,N/A,S02000060,Crathes and Torphins,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000344,N/A,S02000065,Cromar and Kildrummy,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000345,N/A,S02000062,Garlogie and Elrick,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000346,N/A,S02000063,Westhill Central,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000347,N/A,S02000062,Garlogie and Elrick,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000348,N/A,S02000063,Westhill Central,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000349,N/A,S02000063,Westhill Central,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000350,N/A,S02000062,Garlogie and Elrick,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000351,N/A,S02000063,Westhill Central,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000352,N/A,S02000063,Westhill Central,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000353,N/A,S02000062,Garlogie and Elrick,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000354,N/A,S02000064,Westhill North and South,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000355,N/A,S02000063,Westhill Central,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000356,N/A,S02000061,"Dunecht, Durris and Drumoak",S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000357,N/A,S02000064,Westhill North and South,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000358,N/A,S02000064,Westhill North and South,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000359,N/A,S02000064,Westhill North and South,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000360,N/A,S02000056,East Cairngorms,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000361,N/A,S02000061,"Dunecht, Durris and Drumoak",S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000362,N/A,S02000066,Kintore and Blackburn,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000363,N/A,S02000068,Howe of Alford,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000364,N/A,S02000065,Cromar and Kildrummy,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
S01000365,N/A,S02000066,Kintore and Blackburn,S12000034,Aberdeenshire,S37000002,Aberdeenshire,S08000020,NHS Grampian,S92000003
